alpha,alpha3,batch_size,critic1_error,critic2_error,end_cost,entropy,eplenmean,eplrewmean,eprewmean,labda,lr_a,lr_c,lr_l,lyapunov_error,policy_loss,target_entropy,tau,total_timesteps,violation_times
0.042069294,,,7.410881,7.510512,0.01580392895229315,-1.8990629,1000.0,5.267558695461084,-595.9374335931675,1.0,6.166733333333334e-05,0.000185002,0.000185002,5.583218,72.75861,,,115000,262.3
0.041688565,,,7.536442,7.6388383,0.01580392895229315,-1.9267299,1000.0,6.266751044477538,-621.5840511291243,1.0,6.1334e-05,0.00018400199999999998,0.00018400199999999998,5.669698,72.58185,,,116000,289.5
0.04144851,,,7.2491684,7.3485937,0.01605769764760135,-1.9596115,1000.0,6.9906987582539255,-645.4109650300476,1.0,6.100066666666666e-05,0.00018300199999999995,0.00018300199999999995,5.6342864,72.32582,,,117000,316.8
0.041343816,,,6.6409087,6.7338586,0.019843328847400265,-1.9839121,1000.0,8.026455105245956,-666.817585394061,1.0,6.066733333333334e-05,0.000182002,0.000182002,5.4427276,72.107506,,,118000,329.8
0.04131435,,,6.8133364,6.9027414,0.019843328847400265,-1.9862179,1000.0,9.546339809274121,-689.8843672146056,1.0,6.0334e-05,0.00018100199999999999,0.00018100199999999999,5.4896593,71.861374,,,119000,348.3
0.041317098,,,7.141837,7.2323785,0.024264279607114643,-1.99916,1000.0,10.587602336812502,-703.3907201467375,1.0,6.000066666666667e-05,0.000180002,0.000180002,5.442879,71.597855,,,120000,360.6
0.04135474,,,6.318886,6.407931,0.03312964035524736,-2.0008008,1000.0,11.194241119598448,-715.0314752707084,1.0,5.9667333333333344e-05,0.000179002,0.000179002,5.3923097,71.32601,,,121000,369.2
0.041429646,,,6.4894624,6.5923285,0.03312964035524736,-2.0114734,1000.0,11.982285181469695,-722.4338116416093,1.0,5.9334e-05,0.00017800199999999997,0.00017800199999999997,5.432126,71.08635,,,122000,376.0
0.04151604,,,6.5321465,6.6364913,0.026638639653075485,-2.0178356,1000.0,12.675371452298224,-731.0519548326588,1.0,5.900066666666667e-05,0.000177002,0.000177002,5.137645,70.856316,,,123000,378.3
0.041587178,,,6.088945,6.1789556,0.02047100512354833,-2.0052524,1000.0,13.921217104418787,-743.164774677677,1.0,5.866733333333334e-05,0.000176002,0.000176002,5.0895476,70.61106,,,124000,383.4
0.041528422,,,6.6149673,6.689027,0.02047100512354833,-1.982782,1000.0,14.091067724045862,-742.9350033763393,1.0,5.8334e-05,0.00017500199999999998,0.00017500199999999998,5.1143656,70.41181,,,125000,385.7
0.041325666,,,5.977712,6.039983,0.024853750174826196,-1.9560181,1000.0,14.311446142828032,-743.6054080336945,1.0,5.800066666666667e-05,0.00017400199999999998,0.00017400199999999998,5.0511827,70.20345,,,126000,390.1
0.04099777,,,5.97326,6.042993,0.024599981479517995,-1.924859,1000.0,14.760303801287364,-739.0889103670356,1.0,5.766733333333334e-05,0.000173002,0.000173002,5.144131,70.011284,,,127000,391.2
0.040563837,,,6.0713854,6.155549,0.02081435027971908,-1.923918,1000.0,14.341609723291635,-726.7563839776651,1.0,5.7334e-05,0.00017200199999999998,0.00017200199999999998,5.082974,69.831955,,,128000,392.0
0.040077932,,,6.02312,6.115283,0.02081435027971908,-1.9296968,1000.0,13.62855783565395,-718.2765663975849,1.0,5.700066666666667e-05,0.000171002,0.000171002,5.0744796,69.66982,,,129000,389.5
0.03955699,,,5.997447,6.069185,0.0163933995200047,-1.9252565,1000.0,13.582663772034241,-713.7225870560629,1.0,5.666733333333334e-05,0.000170002,0.000170002,5.1797514,69.53112,,,130000,390.6
0.039013945,,,6.3649054,6.447252,0.007528038771871981,-1.9240112,1000.0,13.684190142356163,-708.9334090169083,1.0,5.6334e-05,0.00016900199999999997,0.00016900199999999997,5.2674303,69.40116,,,131000,393.8
